student_id,course,violation_type,required_prerequisite,may_take_concurrently,summer_only,notes
S04607,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04607,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04608,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04609,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04609,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04610,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04611,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04611,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04611,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04613,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04615,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04615,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04615,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04616,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04616,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04617,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04617,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04618,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04618,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04618,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04618,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04618,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04619,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04620,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04620,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04621,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04624,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04624,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04624,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04625,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04626,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04626,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04628,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04629,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04629,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04630,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04631,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04631,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04632,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04632,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04632,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04633,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04635,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04635,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04636,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04636,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04636,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04638,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04638,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04638,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04638,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04638,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04638,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04641,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04641,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04641,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04642,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04642,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04642,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04643,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04645,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04647,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04647,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04647,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04648,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04648,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04651,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04651,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04652,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04652,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04653,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04654,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04654,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04654,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04654,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04655,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04655,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04655,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04656,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04658,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04658,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04658,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04658,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04658,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04659,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04659,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04660,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04660,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04660,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04660,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04661,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04661,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04661,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04661,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04662,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04663,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04663,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04663,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04663,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04663,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04665,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04666,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04666,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04668,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04669,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04669,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04670,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04671,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04672,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04672,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04672,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04672,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04672,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04674,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04674,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04674,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04675,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04675,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04676,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04678,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04678,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04678,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04679,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04680,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04681,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04681,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04681,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04683,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04684,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04684,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04684,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04684,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04685,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04686,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04687,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04688,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04688,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04688,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04689,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04689,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04691,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04691,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04691,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04691,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04691,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04692,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04693,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04693,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04695,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04695,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04695,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04696,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04696,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04697,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04697,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04697,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04699,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04700,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04701,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04701,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04701,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04703,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04704,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04705,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04707,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04707,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04707,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04708,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04708,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04709,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04709,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04710,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04710,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04712,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04713,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04713,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04713,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04715,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04715,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04718,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04718,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04719,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04720,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04721,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04723,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04724,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04724,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04724,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04725,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04725,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04726,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04726,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04727,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04727,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04728,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04728,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04729,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04730,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04731,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04731,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04731,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04732,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04732,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04733,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04733,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04734,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04734,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04735,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04736,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04736,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04736,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04737,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04737,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04738,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04738,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04738,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04739,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04739,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04739,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04740,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04741,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04741,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04742,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04742,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04743,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04743,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04744,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04744,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04745,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04745,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04746,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04746,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04747,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04748,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04748,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04749,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04751,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04752,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04752,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04752,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04752,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04753,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04753,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04754,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04754,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04755,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04755,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04755,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04756,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04756,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04756,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04756,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04757,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04757,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04758,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04759,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04759,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04760,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04760,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04761,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04761,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04762,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04763,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04764,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04765,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04765,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04766,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04766,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04767,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04770,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04771,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04771,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04771,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04772,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04772,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04773,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04773,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04774,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04774,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04775,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04775,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04777,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04777,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04778,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04778,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04778,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04779,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04779,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04780,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04780,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04781,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04782,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04783,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04783,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04785,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04786,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04787,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04787,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04789,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04789,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04789,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04790,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04790,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04790,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04791,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04791,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04792,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04792,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04793,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04794,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04795,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04795,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04795,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04796,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04797,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04798,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04799,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04799,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04800,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04800,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04800,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04802,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04805,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04805,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04805,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04806,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04806,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S04807,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04807,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04807,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04808,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S04808,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04808,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04809,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S04809,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04810,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S04811,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S04811,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04812,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04812,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04812,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04814,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S04814,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S04815,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S04815,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S04815,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S04816,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
